"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"FN1" 351050.340320027 -0.781379644384814 1.13884870855922 -0.686113650138264 0.492641443838188 0.982868601518798
"FN3K" 116.736273143619 0.697259798456964 0.802943696373817 0.86837944130562 0.385186645698861 0.946392231098273
"FN3KRP" 314.97012960912 -0.59226933730844 0.680623807697683 -0.870186041995627 0.384198742557075 0.946392231098273
"FNBP1" 1716.23491518184 -0.452889275796891 0.556835653539462 -0.813326648389255 0.416030802350604 0.960861526178686
"FNBP1L" 476.924372899023 1.27753810816056 0.587859709264237 2.17320236108632 0.0297650901663511 0.365894131055236
"FNBP1P1" 44.2690280844332 0.478963571370575 1.38279067143032 0.346374604100525 0.729061208232815 0.999333640143859
"FNBP4" 1174.607130251 0.86133371563142 0.82778973520058 1.04052234402582 0.298097288671677 0.898785548092717
"FNDC1" 2195.69087427424 1.80830654477064 0.865341880700653 2.08970186824482 0.0366445890880417 0.403769083470089
"FNDC10" 6.35818103493251 -5.48200950392173 3.46578297873293 -1.58175209975955 0.113706173892722 NA
"FNDC11" 4.18522322456167 2.59720534148494 5.46030678012521 0.475651908595762 0.634322387780856 NA
"FNDC3A" 2833.68112494876 -0.650927679678375 0.501874008795168 -1.29699420227207 0.194633181658538 0.80291176457258
"FNDC3B" 5824.40281284897 -0.464346316320903 0.546603408489817 -0.849512295585244 0.395596291357024 0.952060506033924
"FNDC3CP" 0.0565622347669832 -1.36451660003654 5.77037181932766 -0.236469441269996 0.813068417270621 NA
"FNDC4" 150.948999347285 1.09568412917167 0.877490722549663 1.24865608377946 0.211790889909396 0.82239083004477
"FNDC5" 57.4737930135575 0.123692213213383 1.64810846956444 0.0750510148437447 0.940174122334723 0.999333640143859
"FNDC7" 2.57758875104958 2.43414001581922 4.37047153813146 0.55695134828859 0.577560670211205 NA
"FNDC8" 0.10189348191324 -2.32630247169526 5.77037181931212 -0.403146026727368 0.686840802557303 NA
"FNDC9" 3.93375385009607 4.66329236407634 4.30587151644985 1.08300778280565 0.278804968543725 NA
"FNIP1" 1636.21036083786 0.450837096532535 0.562922004458011 0.800887321799769 0.423196880399695 0.965367637605858
"FNIP2" 2027.91389103073 0.515637752812528 0.674985337600892 0.763924375965358 0.444912310203474 0.972299229155621
"FNTA" 1349.93424089402 0.851330798636593 0.606200771818418 1.40437102394782 0.160208394722522 0.754409465599186
"FNTAP1" 0 NA NA NA NA NA
"FNTAP2" 10.091753461215 -0.215366990672054 2.53809146413733 -0.0848539123649174 0.932377532182769 NA
"FNTB" 237.764984047908 0.412114458001135 0.827227932023658 0.498187309745422 0.61835202611711 0.998095225096172
"FOCAD" 1057.95078912525 -0.195907788849503 0.713004939113914 -0.274763578907275 0.783497881294516 0.999333640143859
"FOLH1" 29.9672935890123 -0.497699166211902 1.59895427276946 -0.311265415583064 0.75559885662198 0.999333640143859
"FOLH1B" 0.947568979189907 2.25970310302157 5.66275853423735 0.399046346292055 0.689859055029648 NA
"FOLR1" 8.32429004743189 2.52734191468961 3.50419659483366 0.721232912107656 0.470766225486672 NA
"FOLR1P1" 0 NA NA NA NA NA
"FOLR2" 847.974618211699 0.105736738268354 0.791206152144524 0.133639934398588 0.893687304329294 0.999333640143859
"FOLR3" 2.44139773421597 -0.471862948941367 3.77037302659018 -0.125150202808476 0.900404639591961 NA
"FOS" 984.287312429078 0.733716945361111 0.956656819579076 0.766959405237861 0.443105651870699 0.972299229155621
"FOSB" 122.243009215313 -2.65787368427747 1.16695875498836 -2.27760721869213 0.022749990027188 0.318610081627236
"FOSL1" 10.4046812539916 -3.0826665030614 2.59504524306733 -1.18790472393372 0.234870948377205 NA
"FOSL1P1" 4.45427543481163 -2.11018979967555 4.21469945850202 -0.500673848859807 0.616600679772415 NA
"FOSL2" 3750.15721185644 -0.0903819942775103 0.753642777195647 -0.119926836708802 0.904541105276948 0.999333640143859
"FOXA1" 10.5336861360596 -2.32639591298281 4.33573881015205 -0.536562743940109 0.591569684571849 NA
"FOXA2" 0.989586438310758 -2.32635083317479 5.77037181924487 -0.403154407730908 0.686834637414746 NA
"FOXA3" 6.22884986461317 2.24523106002699 3.82488038738118 0.587006868877345 0.557199093510827 NA
"FOXB1" 2.74733939898677 3.35377360205952 3.9804160773761 0.842568600082215 0.39946975839999 NA
"FOXB2" 0.280508203062124 -1.36453979880521 5.77037181931101 -0.236473461595433 0.813065297959672 NA
"FOXC1" 395.782337165773 0.159587216573477 0.783315988070657 0.203732872817454 0.838562252125596 0.999333640143859
"FOXC2" 43.6266120612724 4.60270887288992 3.20169334707831 1.43758579412051 0.150551613996705 0.734710873353006
"FOXD1" 38.4003860804156 4.14600514288517 3.18021289194523 1.30368792397078 0.192340008484027 0.801724705744823
"FOXD2" 12.1297774478107 2.28618217119433 2.51043997551 0.910669919813516 0.36246931779065 NA
"FOXD3" 4.16568536461492 2.88114738048571 4.68220959348353 0.615339258732789 0.538330696054098 NA
"FOXD4" 3.0896808721758 2.82712627544449 4.90595240274598 0.576264513667536 0.56443640492192 NA
"FOXD4L1" 0.984519091550917 -2.94894415781404 5.41507350023631 -0.544580633611962 0.58604197730633 NA
"FOXD4L3" 0.309262365240128 -1.36455273666062 5.7703718193051 -0.236475703713828 0.813063558334513 NA
"FOXD4L4" 4.67492377357702 -0.893586692499167 3.45513245752916 -0.258625885833097 0.795923908591747 NA
"FOXD4L5" 68.2920446975373 -1.41320202890511 1.70269984813237 -0.82997718620531 0.406551682446004 0.957913421240516
"FOXD4L6" 0.843926228844485 -6.35365116686898 5.46163596729129 -1.16332381083613 0.244698148504204 NA
"FOXE1" 7.4973224820829 4.91213860193234 3.31594341743065 1.48136984971188 0.138508044482042 NA
"FOXE3" 0.386419538233929 1.31662851279265 5.67553814874191 0.231983025800736 0.816551197658815 NA
"FOXF1" 17.7469036270687 3.08788335525338 2.59488444417815 1.18998877278767 0.234050804830431 NA
"FOXF2" 7.92466787291798 -2.38069833823987 2.87096801659354 -0.829231926123864 0.406973182556844 NA
"FOXG1" 9.33421561910211 1.99280139791396 2.92093477812489 0.682247824510909 0.495082258719016 NA
"FOXH1" 2.143749427335 3.7526980787709 5.65381155165236 0.66374657953963 0.506852521570958 NA
"FOXI1" 0 NA NA NA NA NA
"FOXI2" 14.8145031757164 -0.387932296810816 1.87491680812076 -0.206906405196529 0.836082954136994 NA
"FOXI3" 11.1363027875604 3.04825913897091 2.31086342890235 1.31909964944091 0.187135800362969 NA
"FOXJ1" 0 NA NA NA NA NA
"FOXJ2" 633.903878420478 -1.65164298088416 0.792575551325183 -2.08389342583508 0.0371698624830693 0.407058267088833
"FOXJ3" 1225.18727767159 -0.121070442699463 0.468264010746825 -0.258551671537537 0.795981175982394 0.999333640143859
"FOXK1" 2653.20375599683 -0.859516662414278 0.450737018453265 -1.90691384826516 0.0565317445960618 0.4966190169796
"FOXK2" 573.341243314769 -0.380597722914175 0.497351148618019 -0.765249510274048 0.444122982860239 0.972299229155621
"FOXL1" 59.1248656107502 0.89022668761789 1.7852767229597 0.498649131627077 0.618026586297515 0.998095225096172
"FOXL2" 10.8887979732051 -1.36459518578444 3.59892779741006 -0.37916714716157 0.704563746044814 NA
"FOXL2NB" 164.86470505944 0.518078871170046 1.21076681631363 0.427893186524071 0.668728887888273 0.999333640143859
"FOXL3" 0 NA NA NA NA NA
"FOXM1" 132.936570555526 -1.22009231433543 1.01139815446378 -1.20634223915734 0.227685557452653 0.840894459545343
"FOXN1" 0.0565622347669832 -1.36451660003654 5.77037181932766 -0.236469441269996 0.813068417270621 NA
"FOXN2" 1077.51205381943 -0.00153037885597191 0.449126675965918 -0.00340745481813252 0.997281249670101 0.999978395755832
"FOXN3" 4273.96755855181 -0.346597576077417 0.540163244906576 -0.641653387833455 0.52109826040616 0.987843424813752
"FOXN3P1" 0 NA NA NA NA NA
"FOXN3P2" 0.0565622347669832 -1.36451660003654 5.77037181932766 -0.236469441269996 0.813068417270621 NA
"FOXN4" 0.737264351215238 2.24731935940641 5.66287838226246 0.396851072494436 0.691477286173845 NA
"FOXO1" 2538.44328455746 -0.0198282817331077 0.553323856582919 -0.0358348578273098 0.971414038380588 0.999333640143859
"FOXO1B" 0 NA NA NA NA NA
"FOXO3" 3770.06326517612 -0.313666955463379 0.524352103527279 -0.598199098188725 0.549707093104178 0.992593995197264
"FOXO3B" 91.1736764215 0.280132674648397 0.834018321428196 0.335883118453189 0.736959007779246 0.999333640143859
"FOXO4" 477.848726235254 -1.53559319372717 1.14883688727111 -1.33665032063407 0.181336805234423 0.787336619976574
"FOXO6" 37.0703769579691 2.23382153217381 1.93158397741816 1.15647135112377 0.247488411328883 0.862687290337985
"FOXP1" 4689.58277687647 0.0234045277872776 0.541991367710161 0.0431824733411503 0.965556076303042 0.999333640143859
"FOXP2" 291.88718579491 0.2821523525975 0.946521802581059 0.298093875733345 0.765631515670659 0.999333640143859
"FOXP3" 24.349545573493 0.273412730435519 1.87831113427985 0.145563067505505 0.884266325230072 NA
"FOXP4" 549.842999234829 0.784115525940312 0.720594895675066 1.08815026396452 0.276528777127533 0.885836212987974
"FOXQ1" 3.8368398649544 4.23172702355024 4.87480060755085 0.868082074371509 0.385349403492422 NA
"FOXR1" 0.988337861432431 2.13612662575004 5.66399842314092 0.377141105305159 0.706068745136137 NA
"FOXR2" 0.171642003545406 0.14239809906711 5.7088693632533 0.0249433101383776 0.980100181474104 NA
"FOXRED1" 282.748452526425 -0.435416818615462 0.654436049986261 -0.665331346927791 0.505838585141466 0.984230737670835
"FOXRED2" 320.874390056686 -0.679096284413349 0.696060892186058 -0.975627695847945 0.329248994591218 0.92189107059099
"FOXS1" 27.7913529313323 0.9859534403804 1.5184846981408 0.649300873158341 0.51614392149222 NA
"FPGS" 386.661606837456 -1.01463694640958 0.490061209505823 -2.07042901320988 0.0384121872317531 0.411236357422298
"FPGT" 578.321557269125 0.675269525045104 0.699474666723866 0.965395256139679 0.334346876637911 0.923734577304786
"FPGT-TNNI3K" 195.008264257289 1.21593153114377 1.16204454651105 1.0463725635945 0.295389054912098 0.898135399439965
"FPR1" 619.647128214698 0.721383346449867 0.569198010466204 1.26736800407825 0.20502373489016 0.813681107468269
"FPR2" 110.115394203695 1.09742097424299 1.17477443838678 0.934154624397507 0.350224138159204 0.934132313331532
"FPR3" 2497.2513250904 -0.185480452901739 0.90324747114286 -0.205348433101124 0.837299906086905 0.999333640143859
"FRA10AC1" 751.233280591475 0.245974616513489 0.443115716582688 0.555102442338195 0.57882459233233 0.998095225096172
"FRAS1" 34.697442128268 0.185020860191524 1.83198761190771 0.100994602249988 0.91955474504898 0.999333640143859
"FRAT1" 30.1932387568253 0.675441720985976 1.96272004514841 0.344135539174616 0.730744356933833 0.999333640143859
"FRAT2" 209.397299634678 1.30150544884563 1.50825742085691 0.862919970323227 0.38818146987747 0.947715464051297
"FREM1" 307.805471468895 -0.220337718985678 1.03865680132438 -0.212137174382075 0.832000018672804 0.999333640143859
"FREM2" 15.4293491716259 -0.428109723751993 1.78622698809234 -0.239672632093196 0.810584053049794 NA
"FREM3" 14.3477718090168 0.128788763452953 2.43463387590052 0.052898616390654 0.957812686814922 NA
"FRG1" 366.576609587751 0.690478058028617 0.670731105687591 1.02944093717077 0.303272520620207 0.904339856507685
"FRG1BP" 73.22856896475 0.52580508253778 1.10109237208673 0.47753040150601 0.63298447766555 0.998095225096172
"FRG1CP" 741.074222119066 -0.185425277512656 0.615319825870315 -0.301347802746951 0.763149292660144 0.999333640143859
"FRG1DP" 27.8577608847372 -1.02651631571505 1.84631957636061 -0.555979760415299 0.578224690948256 0.998095225096172
"FRG1EP" 19.7764654639745 4.69608477089475 3.55641348628994 1.32045522518635 0.186683075755727 NA
"FRG1FP" 4.05657623889578 4.42957948726654 3.69402935923246 1.1991186470123 0.230481814390887 NA
"FRG1GP" 14.8193844154055 -0.343260309118799 1.85823599054717 -0.184723743843603 0.853445721773818 NA
"FRG1HP" 952.655636978718 0.323272252384425 0.915561459430367 0.353086348332699 0.724023707063769 0.999333640143859
"FRG1JP" 11.1844236621876 5.80128282377599 3.17039535885177 1.82982945883351 0.067275444270133 NA
"FRG1KP" 8.04594644893681 0.620249144774613 2.33417934296353 0.265724716759394 0.790451226302691 NA
"FRG2" 13.1312125343155 -2.52940472098421 2.89281625753363 -0.874374483480242 0.381914348632657 NA
"FRG2B" 4.68540110884582 4.68858649130629 3.33495204899526 1.4058932249772 0.159755833428708 NA
"FRG2C" 5.30850555356043 4.54835853412109 3.59943691919529 1.26363057228905 0.206362655081035 NA
"FRG2DP" 0.33583740340519 -3.80702497913735 5.58719550396859 -0.681383885069569 0.49562861695808 NA
"FRG2EP" 0 NA NA NA NA NA
"FRG2FP" 0.0565622347669832 -1.36451660003654 5.77037181932766 -0.236469441269996 0.813068417270621 NA
"FRG2GP" 0 NA NA NA NA NA
"FRG2HP" 0 NA NA NA NA NA
"FRG2IP" 0.562617485896323 -5.76872711578318 5.49329657352155 -1.05013939054178 0.293654030649373 NA
"FRG2JP" 0 NA NA NA NA NA
"FRG2KP" 0.881563322791277 2.32854201123986 5.6621124925739 0.411249690692978 0.680889455336487 NA
"FRG2LP" 0 NA NA NA NA NA
"FRG2MP" 0 NA NA NA NA NA
"FRK" 5599.81970652968 0.345478741013885 0.533634880712164 0.647406594847819 0.517368828838831 0.986284138279324
"FRMD1" 20.1225712346679 -1.52908719542063 1.78152148232223 -0.858304101630845 0.390724565178316 NA
"FRMD3" 278.855818181986 2.50261114589667 0.873446973596939 2.86521245312773 0.00416729551777314 0.119159268453452
"FRMD4A" 1535.69169102396 -0.0335512921129718 0.831118753232627 -0.0403688305461458 0.967799079604969 0.999333640143859
"FRMD4B" 2382.35857465794 0.754870841091051 0.612282351428558 1.23288028689674 0.217620431218695 0.828596620958209
"FRMD5" 13.0287033778616 -0.724789921963874 2.30355204500721 -0.314640133065283 0.753034903869367 NA
"FRMD6" 1557.56303382496 1.02351890635386 0.685107245547517 1.49395428672762 0.13518756786896 0.704395983473495
"FRMD7" 63.0593179660771 2.87732982505874 1.73353935756676 1.65980069186167 0.0969545545303825 0.619461276197428
"FRMD8" 538.586057174531 -0.877520344404581 0.600261364358359 -1.46189709434755 0.143769411351912 0.722457924177882
"FRMD8P1" 0.249694965456343 -2.3263044653421 5.77037181931102 -0.403146372224565 0.686840548406006 NA
"FRMPD1" 27.744003089074 0.210638520001401 1.39383553902485 0.151121501858653 0.879879871259602 NA
"FRMPD2" 21.5416961584708 0.325907680654199 1.85149634323651 0.176023939687883 0.860275134937727 NA
"FRMPD2B" 6.04595049846307 0.136876016364386 4.2941389987055 0.0318750781951045 NA NA
"FRMPD3" 91.3089213887812 -0.0271485482101844 1.24715197920535 -0.0217684361351716 0.982632672533315 0.999537290231815
"FRMPD4" 7.91072818345878 1.40009930327937 3.27917542757817 0.426966880607973 0.669403450800969 NA
"FRRS1" 532.370888827516 0.00561150858807811 0.631758803671589 0.00888235914634784 0.992912995963483 0.999978395755832
"FRRS1L" 315.820545997433 0.582889522335117 0.568902756698162 1.02458551214997 0.30555880340394 0.906910251181577
"FRS2" 836.729464817161 -0.513635160103107 0.527338876934942 -0.974013452390452 0.330049859872388 0.922441965824784
"FRS3" 73.9846684002944 -0.194227659441984 0.901059573085416 -0.215554737160061 0.829334840810236 0.999333640143859
"FRY" 1439.02768344557 0.703591885644641 0.913129523533388 0.770528022051095 0.440986739222909 0.970145741720477
"FRYL" 3414.03572645347 0.189156196821488 0.491379644697638 0.384949191246785 0.700275059568036 0.999333640143859
"FRZB" 33.6699075871493 -1.04769846951009 2.0082809544428 -0.521689192536698 0.601886750675664 0.998095225096172
"FSBP" 217.829450851567 0.880949858499838 0.6510543182513 1.35311268784151 0.176019632880922 0.780236023114002
"FSCB" 3.45847034911889 -0.504060755141409 5.74249981512239 -0.0877772348923735 0.930053731835764 NA
"FSCN1" 477.710289977712 -1.08488114081664 0.934448910660185 -1.16098497032885 0.245648011623562 0.860759470774943
"FSCN1P1" 2.12522365668137 -1.36461482622966 5.77037181920422 -0.236486463781784 0.813055209776205 NA
"FSCN2" 19.2072689211441 -7.76900223679091 1.92349077806783 -4.03901194919945 5.36768309684273e-05 NA
"FSCN3" 3.95913704321299 0.462777955071435 3.47069888861884 0.133338549359319 0.893925641797332 NA
"FSD1" 13.5031313614163 0.0862561262312166 2.03458904497434 0.0423948641836438 0.966183922457996 NA
"FSD1L" 200.662676476062 0.143142809650758 0.836588086436468 0.171103093591124 0.864142703411601 0.999333640143859
"FSD2" 78.9691432582403 3.66035171218282 1.96229517142163 1.86534205734757 0.0621334735391456 0.52059876407747
"FSHB" 6.92212025828998 -2.32642254699749 5.77037181918052 -0.403166835673316 0.686825495345436 NA
"FSHR" 1.72560934540283 -3.08994556462041 4.97053728133243 -0.621652225851951 0.534170571888447 NA
"FSIP1" 24.566813753492 -0.578550051373967 2.03493543120294 -0.284308800418281 0.776173742546222 NA
"FSIP2" 5296.69235217555 0.375649940848271 0.657785947575723 0.571082344085843 0.567943826245736 0.994451900698626
"FST" 47.5787371544504 1.68227894587097 1.66366229877035 1.01119015987462 0.311925424543508 0.911063302223975
"FSTL1" 21757.3622022825 0.345829530931204 0.577023808731284 0.599333208956469 0.548950706733502 0.992551125896129
"FSTL3" 92.1446290460336 -0.231435917476051 1.92757912498346 -0.120065586141911 0.904431193417362 0.999333640143859
"FSTL4" 131.530692432351 -1.07889584664575 0.887263604804653 -1.21598118169547 0.223992090694518 0.838247076675007
"FSTL5" 6.26577800008774 0.343242469602741 2.74982209866324 0.12482351849947 0.900663267938058 NA
"FTCD" 21.1267157953113 -2.03754948472318 2.75893544637561 -0.738527422741948 NA NA
"FTCDNL1" 94.8927186383611 0.00794713137862362 1.48324652747195 0.00535793021013759 0.995725010661465 0.999978395755832
"FTH1" 22996.6486907145 -1.49945667492475 0.921881237972581 -1.62651826847283 0.103839450315687 0.640253605573409
"FTH1P1" 4.06335636729366 -2.26583443369425 3.99109797453749 -0.567722077520992 0.570223698006689 NA
"FTH1P10" 1.37916457031213 -0.569810407673917 4.55027936401173 -0.125225367958847 0.900345134591288 NA
"FTH1P11" 0.49797107847542 0.824958629971403 5.68632892411107 0.145077543170854 0.884649648642414 NA
"FTH1P12" 0.394475560408249 1.34516283437371 5.6750171781628 0.237032381073636 0.812631669502137 NA
"FTH1P13" 2.13681433062813 -5.1381637148399 5.24770494204261 -0.979125879139066 0.327517786114259 NA
"FTH1P14" 0.15284022286986 -2.32630853018918 5.77037181930894 -0.403147076658879 0.686840030216977 NA
"FTH1P15" 1.51397641645737 0.136209453263386 5.47312045871276 0.0248869825341688 0.980145110452521 NA
"FTH1P16" 7.24936560843273 0.18266829557295 3.07956014059965 0.0593163592308937 0.952700131274884 NA
"FTH1P19" 0.0509467409566199 -2.32629428088941 5.77037181931721 -0.403144607268075 0.686841846726554 NA
"FTH1P2" 1.44161609095445 0.326937868569872 5.36912257347434 0.0608922340840342 0.951445034273679 NA
"FTH1P20" 3.8015725123497 -3.13486532373628 4.38839012784148 -0.714354292214723 0.475008128102964 NA
"FTH1P21" 0 NA NA NA NA NA
"FTH1P22" 1.94982197300778 3.53294297240929 4.8056368901592 0.735166441651869 0.462238133994749 NA
"FTH1P23" 12.3940361518279 -1.16351022726421 1.88608035723885 -0.616893242537951 0.537305144265292 NA
"FTH1P24" 23.9015702546053 4.48609171132524 2.42596668045353 1.84919757862733 0.0644292882541686 NA
"FTH1P25" 7.32582033364522 -0.214319920891903 2.80011036333889 -0.0765398120366744 0.938989641429359 NA
"FTH1P26" 0 NA NA NA NA NA
"FTH1P27" 0 NA NA NA NA NA
"FTH1P3" 2.77050626060286 -2.32617809358877 3.19757953446058 -0.727480917525068 0.466931400937755 NA
"FTH1P4" 31.5100071867839 -1.43882717498035 2.11360114226617 -0.68074678150375 0.496031729535045 0.983158153780058
"FTH1P5" 5.57896424890498 0.12120821287406 4.57724935707276 0.0264805789282093 0.978874023937466 NA
"FTH1P6" 0 NA NA NA NA NA
"FTH1P7" 0.328769603293971 -1.36454802870499 5.77037181930704 -0.236474887829475 0.81306419136652 NA
"FTH1P8" 0.504142299811004 -1.92033228351418 5.50935315967358 -0.348558574456672 0.727420732235685 NA
"FTH1P9" 0 NA NA NA NA NA
"FTHL17" 0.254733704783099 -2.32631740319217 5.7703718193051 -0.403148614342206 0.686838899082032 NA
"FTHL18P" 0 NA NA NA NA NA
"FTL" 47238.89012658 -1.11724077597829 0.861252814998456 -1.29722743022941 0.194552945301079 0.80291176457258
"FTLP1" 0.0545286604570287 -1.36451660003654 5.77037181932766 -0.236469441269996 0.813068417270621 NA
"FTLP10" 12.9783572170753 4.53043338116197 2.91028361762362 1.55669823852469 0.119542147077515 NA
"FTLP12" 0.507479406950597 -1.9003793796699 5.50870027047753 -0.344977814431926 0.730111049590198 NA
"FTLP13" 0 NA NA NA NA NA
"FTLP14" 0.16968670430095 0.127356546485113 5.70949478896398 0.0223060973330396 0.982203785125085 NA
"FTLP15" 5.27703478775462 0.75630187535284 3.2626881638981 0.231803297575717 0.816690795716354 NA
"FTLP16" 9.44694564339434 1.35111550430066 3.61537782738411 0.373713500720962 0.708617479841769 NA
"FTLP17" 1.40654371474081 -7.09056751178156 5.43617398710524 -1.3043304957863 0.192120921851187 NA
"FTLP18" 0 NA NA NA NA NA
"FTLP19" 0.613564226852943 -5.76873850144952 5.49329582604566 -1.05014160608243 0.293653012173187 NA
"FTLP2" 0.0545286604570287 -1.36451660003654 5.77037181932766 -0.236469441269996 0.813068417270621 NA
"FTLP3" 0.548673007071223 0.526044646875992 5.69491607652978 0.0923709216794183 0.926403341771915 NA
"FTLP4" 0 NA NA NA NA NA
"FTLP5" 0 NA NA NA NA NA
"FTLP6" 26.2159757606278 -1.19251806022 1.21461925471325 -0.981804014379414 0.326196410103048 NA
"FTLP8" 0.562617485896323 -5.76872711578318 5.49329657352155 -1.05013939054178 0.293654030649373 NA
"FTMT" 0 NA NA NA NA NA
"FTO" 4456.91868561087 0.218615846113442 0.475877574372018 0.459395142546765 0.645950435813095 0.999333640143859
"FTOP1" 30.6280315183586 0.475683887178803 2.12591269656765 0.223755137239083 0.822947840149093 0.999333640143859
"FTSJ1" 206.614764937062 0.982340755680392 0.692868151766206 1.41778887249513 0.156252413868164 0.746748483948251
"FTSJ3" 355.425832463967 -1.67749897806416 0.9166977992071 -1.82993673543792 0.0672593994965883 0.535872361854334
"FUBP1" 1792.99640876781 0.690872205304483 0.723591606719123 0.954781950051917 0.339687977162459 0.926150851720298
"FUBP3" 714.961956901096 0.243127685066499 0.541677993905428 0.448841724792214 0.653545836969131 0.999333640143859
"FUCA1" 704.915754753259 0.0430176303530925 0.939467395298214 0.0457893808432144 0.963478122793748 0.999333640143859
"FUCA1P1" 5.56903851138494 4.84055216826742 3.952885748589 1.22456161805215 0.220740436751053 NA
"FUCA2" 1085.2089543005 -0.300866306515164 0.625115096806612 -0.481297457143706 0.630305104074493 0.998095225096172
"FUNDC1" 154.372628909768 -0.186581747248464 0.976838111944419 -0.191005802258338 0.848521047306709 0.999333640143859
"FUNDC2" 663.937065076852 0.951338521048484 0.565779050827576 1.68146650120209 0.0926723378970439 0.608764784402237
"FUNDC2P1" 2.35952726449935 -5.94625255979276 5.3921210664389 -1.10276688644898 0.270128411677192 NA
"FUNDC2P2" 3.34941302820483 -2.32639636638388 5.77037181919154 -0.403162298596873 0.686828832840893 NA
"FUNDC2P3" 0 NA NA NA NA NA
"FUNDC2P4" 3.23786148796334 -0.473678059154035 5.71497336582254 -0.082883686210471 0.933944025921429 NA
"FUOM" 105.980294237288 -0.0156633897895298 0.803984920032046 -0.0194821935079398 0.984456441870433 0.999918606354765
"FURIN" 695.582533336357 -0.636011920540948 0.660538636532603 -0.962868612621354 0.335613462755292 0.923997200360272
"FUS" 1590.47803864821 -0.271255247711974 0.652134171171689 -0.415950060130433 0.677446546985229 0.999333640143859
"FUT1" 85.0059334346517 0.550698529541076 0.817094703296876 0.673971483744877 0.500329443436115 0.983985008742689
"FUT10" 523.193677715687 -0.41432023183111 0.700013350933381 -0.591874756786661 0.553934458670062 0.993174481375605
"FUT11" 428.847455278705 -0.0545078372455724 0.579829072218224 -0.0940067338069897 0.925103807623128 0.999333640143859
"FUT2" 145.102797973175 0.196408942027269 0.84207183975497 0.233244876214387 0.815571260481925 0.999333640143859
"FUT3" 58.3508065492541 0.772887807289545 1.32371996971489 0.583875611890945 0.55930400237845 0.994108499549397
"FUT4" 448.607825600862 1.55955179512349 0.572668034919019 2.72330861865553 0.00646316502398747 0.152649103696315
"FUT5" 0 NA NA NA NA NA
"FUT6" 29.2326890004059 0.768983071431747 1.27903069138422 0.601223314351842 0.547691257953951 0.99217826925071
"FUT7" 4.9993716407956 -4.01248770406341 3.69599479465977 -1.08563131903241 0.277642137756541 NA
"FUT8" 1998.38933162641 -1.01690934450455 0.750965573324127 -1.35413576950436 0.175693066252352 0.780236023114002
"FUT9" 34.2036457051082 -0.78565279582568 0.938742344902445 -0.83692058858528 0.402637206663016 0.955630191328147
"FUZ" 111.070104976454 0.990669091551143 0.93225148890761 1.06266292233224 0.287934841024452 0.893558826028537
"FXN" 286.356346095423 -0.383287616797056 0.612287183125343 -0.625993206064861 0.531319397557428 0.989720363118236
"FXNP1" 0 NA NA NA NA NA
"FXNP2" 13.3218793874774 -3.55189409742368 2.37453030906772 -1.49583017907159 0.134697914771321 NA
"FXR1" 1552.68919023596 0.0961626071090498 0.44002355649457 0.218539679727888 0.827008645416735 0.999333640143859
"FXR2" 222.619236662891 0.504159551457569 0.725250658772569 0.695152145481427 0.486959958603964 0.982448199496543
"FXYD1" 294.351576396771 7.26631722786268 2.25630428751842 3.22045092413244 0.00127989104263401 0.0532255764235165
"FXYD2" 99.5503866449402 0.934202415540285 0.890010721116954 1.04965299110989 0.293877684110469 0.898120856023106
"FXYD3" 15.720800737845 -0.291982507773631 1.87472884341532 -0.15574652771742 0.876232820825575 NA
"FXYD4" 0 NA NA NA NA NA
"FXYD5" 803.815319032952 0.327528561574982 0.528781823139855 0.61940208086229 0.535651510668579 0.990187983099273
"FXYD6" 782.158655304678 0.126240557179387 0.729521611508778 0.173045671557693 0.862615528389574 0.999333640143859
"FXYD6-FXYD2" 1.93582856555684 3.19934746493945 5.16531492335915 0.619390591359883 0.53565907781866 NA
"FXYD6P1" 0.113124469533966 -0.458057385731951 5.73959196152052 -0.0798066114808977 0.936391065898194 NA
"FXYD6P2" 0 NA NA NA NA NA
"FXYD6P3" 0.281308742948162 -4.76879164963001 5.58719834593559 -0.853521094897064 0.393370394546931 NA
"FXYD7" 16.2548495901404 3.43802499317645 2.50991635355907 1.36977672116495 0.17075661088976 NA
"FYB1" 2720.25002977273 -0.18093498344122 0.748430581472125 -0.241752525779117 0.80897192675995 0.999333640143859
"FYB2" 44.868210222299 1.21517917588866 1.48956515763618 0.81579457579221 0.414617636096923 0.95967397622627
"FYCO1" 2339.04482769984 -0.406010015143181 0.581131193769644 -0.698654657495672 0.484767876908172 0.982448199496543
"FYN" 2282.00609535519 0.0802198394684356 0.44913105669381 0.178611205510833 0.858242995257298 0.999333640143859
"FYTTD1" 1423.78881243705 0.192732561942721 0.594085894257309 0.32441868054057 0.745621078856635 0.999333640143859
"FYTTD1P1" 0 NA NA NA NA NA
"FZD1" 886.850527046382 -0.701221405722672 0.869501624518547 -0.80646359471835 0.419975591093868 0.963235343843163
"FZD10" 180.882021319298 0.0063176496057526 0.966552781470919 0.00653626964493163 0.994784848499422 0.999978395755832
"FZD2" 63.0490017917381 -0.457670808219093 0.822922531191902 -0.556152968076123 0.578106287840268 0.998095225096172
"FZD3" 274.707259294427 0.0435942126473255 0.755766809302196 0.0576820946762352 0.954001856324613 0.999333640143859
